Account.ExternalID__c,Amount,CloseDate,CreatedDate,LeadSource,Name,StageName,Type,Difficulty__c,ExternalID__c
ACC-78,145000,2024-10-16,2022-08-06T01:12:00+0200,Trade Show,Expedite proactive channels,Value Proposition,Existing Customer - Downgrade,30,Opp-182
ACC-78,246000,2024-08-08,2022-04-08T02:10:00+0200,Phone Inquiry,Cultivate enterprise systems,Prospecting,Existing Customer - Replacement,15,Opp-183
ACC-79,215000,2024-05-27,2020-03-09T06:35:00+0200,Direct Mail,Innovate real-time models,Qualification,Existing Customer - Replacement,100,Opp-184
ACC-80,215000,2024-07-27,2022-11-10T11:19:00+0200,Partner Referral,Orchestrate b2b partnerships,Negotiation/Review,Existing Customer - Upgrade,45,Opp-185
ACC-80,58000,2024-06-05,2024-11-11T08:30:00+0200,Trade Show,Whiteboard intuitive technologies,Proposal/Price Quote,Existing Customer - Upgrade,55,Opp-186
ACC-80,104000,2024-04-24,2019-12-31T10:05:00+0200,Other,Syndicate customized web services,Closed Lost,Existing Customer - Downgrade,45,Opp-187
ACC-80,239000,2024-06-08,2020-05-13T05:21:00+0200,Other,Innovate killer users,Qualification,Existing Customer - Replacement,85,Opp-188
ACC-80,182000,2024-11-06,2024-08-06T14:44:00+0200,Web,Morph impactful action-items,Closed Won,Existing Customer - Upgrade,95,Opp-189
ACC-80,18000,2024-05-03,2024-01-04T06:58:00+0200,Trade Show,Redefine synergistic e-commerce,Prospecting,Existing Customer - Upgrade,70,Opp-190
ACC-80,205000,2024-05-30,2022-01-12T22:25:00+0200,Phone Inquiry,Deploy visionary mindshare,Id. Decision Makers,Existing Customer - Downgrade,80,Opp-191
ACC-80,145000,2024-10-29,2022-09-11T08:39:00+0200,Direct Mail,Harness enterprise systems,Negotiation/Review,Existing Customer - Replacement,95,Opp-192
ACC-81,22000,2024-12-15,2021-01-10T18:53:00+0200,Partner Referral,Target ubiquitous info-mediaries,Value Proposition,New Customer,40,Opp-193
ACC-82,159000,2024-05-21,2021-04-10T10:30:00+0200,Partner Referral,Iterate cross-platform infrastructures,Proposal/Price Quote,Existing Customer - Replacement,100,Opp-194
ACC-82,143000,2024-08-21,2023-01-05T11:19:00+0200,Direct Mail,Deliver viral initiatives,Proposal/Price Quote,Existing Customer - Replacement,5,Opp-195
ACC-82,69000,2024-07-22,2023-03-07T08:05:00+0200,Other,Grow collaborative eyeballs,Needs Analysis,Existing Customer - Downgrade,50,Opp-196
ACC-84,137000,2024-07-09,2021-10-10T08:37:00+0200,Direct Mail,Enable strategic web-readiness,Closed Lost,Existing Customer - Replacement,65,Opp-197
ACC-84,77000,2025-03-23,2020-08-01T23:48:00+0200,Other,Transition world-class metrics,Perception Analysis,Existing Customer - Upgrade,30,Opp-198
ACC-84,73000,2025-01-02,2023-12-11T03:45:00+0200,Direct Mail,Enable holistic technologies,Perception Analysis,Existing Customer - Replacement,35,Opp-199
ACC-84,134000,2024-10-30,2020-09-05T14:55:00+0200,Web,Implement e-business bandwidth,Proposal/Price Quote,Existing Customer - Upgrade,25,Opp-200
ACC-84,15000,2024-05-22,2024-08-03T08:30:00+0200,Phone Inquiry,Implement b2c e-commerce,Qualification,Existing Customer - Upgrade,30,Opp-201
ACC-84,9000,2025-01-29,2023-11-10T04:16:00+0200,Other,Envisioneer synergistic info-mediaries,Proposal/Price Quote,New Customer,0,Opp-202
ACC-86,43000,2024-09-23,2023-05-11T16:52:00+0200,Web,Reinvent collaborative infrastructures,Qualification,Existing Customer - Replacement,50,Opp-203
ACC-87,126000,2024-09-23,2022-12-03T16:05:00+0200,Partner Referral,Mesh clicks-and-mortar content,Proposal/Price Quote,New Customer,90,Opp-204
ACC-87,25000,2024-06-26,2024-11-01T01:30:00+0200,Trade Show,Matrix frictionless metrics,Negotiation/Review,Existing Customer - Downgrade,10,Opp-205
ACC-87,11000,2025-01-03,2021-05-07T04:20:00+0200,Web,Cultivate 24/7 markets,Prospecting,Existing Customer - Upgrade,95,Opp-206
ACC-88,98000,2024-07-06,2021-06-04T19:20:00+0200,Direct Mail,Synthesize e-business e-tailers,Proposal/Price Quote,Existing Customer - Downgrade,80,Opp-207
ACC-88,181000,2024-05-17,2021-04-30T11:10:00+0200,Trade Show,Grow wireless users,Prospecting,Existing Customer - Downgrade,40,Opp-208
ACC-89,216000,2024-08-09,2022-07-11T11:17:00+0200,Phone Inquiry,Innovate granular web services,Closed Lost,New Customer,60,Opp-209
ACC-90,176000,2024-12-11,2022-07-06T05:03:00+0200,Trade Show,Evolve compelling architectures,Value Proposition,Existing Customer - Upgrade,55,Opp-210
ACC-90,244000,2024-07-31,2023-06-12T05:17:00+0200,Phone Inquiry,Leverage b2c networks,Prospecting,Existing Customer - Replacement,100,Opp-211
ACC-91,48000,2025-02-26,2023-06-10T14:05:00+0200,Partner Referral,Architect distributed infrastructures,Closed Lost,New Customer,70,Opp-212
ACC-91,227000,2024-05-10,2021-05-01T11:14:00+0200,Direct Mail,Streamline leading-edge markets,Proposal/Price Quote,New Customer,100,Opp-213
ACC-91,38000,2024-11-20,2021-02-03T18:27:00+0200,Other,Revolutionize rich bandwidth,Proposal/Price Quote,New Customer,30,Opp-214
ACC-92,35000,2024-04-22,2021-12-04T00:17:00+0200,Web,Enable virtual systems,Proposal/Price Quote,Existing Customer - Downgrade,10,Opp-215
ACC-92,161000,2024-07-30,2020-03-07T00:51:00+0200,Partner Referral,Benchmark virtual methodologies,Value Proposition,Existing Customer - Upgrade,100,Opp-216
ACC-93,80000,2024-11-05,2023-01-13T05:26:00+0200,Other,Revolutionize out-of-the-box models,Qualification,Existing Customer - Replacement,50,Opp-217
ACC-93,138000,2025-03-07,2023-10-12T19:02:58+0200,Phone Inquiry,Empower back-end eyeballs,Negotiation/Review,Existing Customer - Upgrade,75,Opp-218
ACC-93,89000,2024-07-20,2021-08-06T08:46:00+0200,Phone Inquiry,Aggregate killer info-mediaries,Id. Decision Makers,Existing Customer - Upgrade,20,Opp-219
ACC-93,101000,2025-03-21,2022-08-09T17:35:00+0200,Web,Drive wireless infrastructures,Closed Lost,Existing Customer - Downgrade,35,Opp-220
ACC-94,221000,2024-06-17,2024-12-01T19:50:00+0200,Web,Synthesize synergistic experiences,Closed Won,Existing Customer - Upgrade,45,Opp-221
ACC-94,19000,2024-05-24,2020-11-10T01:05:00+0200,Web,Envisioneer global convergence,Qualification,Existing Customer - Upgrade,30,Opp-222
ACC-94,146000,2025-03-01,2023-09-02T03:33:00+0200,Other,Facilitate robust networks,Closed Won,Existing Customer - Replacement,55,Opp-223
ACC-94,32000,2024-05-02,2023-03-01T08:55:00+0200,Other,Enable extensible roi,Perception Analysis,Existing Customer - Replacement,65,Opp-224
ACC-95,237000,2024-07-12,2020-04-06T01:34:00+0200,Other,Morph granular communities,Perception Analysis,Existing Customer - Replacement,75,Opp-225
ACC-96,62000,2024-08-25,2024-09-03T07:56:00+0200,Phone Inquiry,Unleash interactive e-tailers,Prospecting,Existing Customer - Replacement,10,Opp-226
ACC-96,58000,2024-05-29,2024-02-04T11:28:00+0200,Trade Show,Orchestrate user-centric platforms,Id. Decision Makers,Existing Customer - Replacement,95,Opp-227
ACC-97,54000,2024-05-16,2020-05-05T18:53:58+0200,Web,Whiteboard killer architectures,Needs Analysis,Existing Customer - Upgrade,90,Opp-228
ACC-97,226000,2025-01-07,2024-08-07T19:12:00+0200,Partner Referral,Mesh distributed models,Prospecting,New Customer,35,Opp-229
ACC-98,40000,2025-01-12,2024-08-11T23:55:00+0200,Direct Mail,Benchmark strategic schemas,Negotiation/Review,New Customer,100,Opp-230
ACC-98,120000,2024-12-25,2021-10-01T07:29:00+0200,Direct Mail,Facilitate scalable infrastructures,Value Proposition,New Customer,65,Opp-231
ACC-98,91000,2024-07-02,2022-02-04T13:41:00+0200,Partner Referral,Facilitate plug-and-play schemas,Negotiation/Review,Existing Customer - Upgrade,55,Opp-232
ACC-99,172000,2025-03-29,2024-08-09T07:16:00+0200,Web,Deploy end-to-end e-business,Negotiation/Review,Existing Customer - Upgrade,35,Opp-233
ACC-99,117000,2025-01-22,2020-01-09T18:33:00+0200,Web,Expedite 24/365 e-tailers,Negotiation/Review,Existing Customer - Downgrade,25,Opp-234
ACC-99,72000,2024-08-12,2024-10-05T09:40:00+0200,Other,Optimize leading-edge experiences,Closed Won,Existing Customer - Downgrade,15,Opp-235
ACC-99,54000,2025-01-03,2022-09-30T12:49:00+0200,Trade Show,Synthesize visionary bandwidth,Prospecting,Existing Customer - Replacement,15,Opp-236
ACC-100,23000,2024-06-10,2021-10-10T12:27:00+0200,Web,Enable integrated convergence,Proposal/Price Quote,Existing Customer - Downgrade,0,Opp-237
ACC-101,35000,2025-01-08,2024-06-07T09:27:00+0200,Direct Mail,Maximize killer applications,Prospecting,Existing Customer - Replacement,0,Opp-238
ACC-102,215000,2024-12-23,2020-01-07T23:41:00+0200,Phone Inquiry,Synergize world-class metrics,Closed Won,Existing Customer - Upgrade,95,Opp-239
ACC-102,65000,2024-12-20,2022-01-07T14:32:00+0200,Trade Show,Enhance bricks-and-clicks niches,Proposal/Price Quote,Existing Customer - Upgrade,80,Opp-240
ACC-103,247000,2024-04-23,2024-04-02T05:51:00+0200,Phone Inquiry,Leverage granular systems,Qualification,Existing Customer - Downgrade,65,Opp-241
ACC-103,78000,2024-06-03,2023-12-02T14:15:00+0200,Phone Inquiry,Repurpose 24/365 initiatives,Negotiation/Review,Existing Customer - Upgrade,20,Opp-242
ACC-103,63000,2024-05-22,2022-12-11T15:15:00+0200,Web,Iterate killer platforms,Closed Lost,Existing Customer - Downgrade,5,Opp-243
ACC-103,169000,2024-11-19,2025-02-04T06:08:00+0200,Phone Inquiry,Extend leading-edge eyeballs,Id. Decision Makers,Existing Customer - Replacement,55,Opp-244
ACC-103,92000,2024-05-15,2020-04-04T01:41:00+0200,Other,Cultivate granular technologies,Closed Lost,Existing Customer - Downgrade,45,Opp-245
ACC-103,75000,2024-10-08,2023-09-05T15:53:00+0200,Web,Drive one-to-one deliverables,Proposal/Price Quote,Existing Customer - Replacement,85,Opp-246
ACC-104,108000,2024-08-11,2023-03-10T19:59:00+0200,Direct Mail,Drive bricks-and-clicks e-services,Qualification,Existing Customer - Downgrade,5,Opp-247
ACC-104,40000,2025-03-12,2020-11-07T23:57:00+0200,Partner Referral,Harness world-class bandwidth,Closed Won,Existing Customer - Upgrade,5,Opp-248
ACC-105,81000,2024-07-30,2020-07-08T14:03:00+0200,Partner Referral,Benchmark transparent metrics,Negotiation/Review,New Customer,0,Opp-249
ACC-105,236000,2025-03-10,2022-11-07T22:54:00+0200,Trade Show,Incubate cutting-edge vortals,Closed Lost,Existing Customer - Replacement,70,Opp-250
ACC-105,97000,2024-06-20,2020-10-11T17:08:00+0200,Web,Seize best-of-breed partnerships,Qualification,Existing Customer - Upgrade,90,Opp-251
ACC-108,125000,2024-04-25,2020-09-02T05:55:00+0200,Direct Mail,Target holistic e-business,Id. Decision Makers,Existing Customer - Upgrade,75,Opp-252
ACC-108,228000,2024-07-28,2021-11-03T06:11:00+0200,Direct Mail,Synergize granular e-tailers,Proposal/Price Quote,Existing Customer - Downgrade,30,Opp-253
ACC-109,144000,2024-06-11,2021-04-02T14:53:00+0200,Other,Leverage world-class web-readiness,Closed Won,Existing Customer - Replacement,75,Opp-254
ACC-109,38000,2025-01-10,2021-07-31T21:53:58+0200,Phone Inquiry,Engage open-source initiatives,Id. Decision Makers,Existing Customer - Replacement,10,Opp-255
ACC-109,22000,2024-05-21,2021-01-06T19:00:00+0200,Direct Mail,Iterate magnetic action-items,Proposal/Price Quote,Existing Customer - Replacement,45,Opp-256
ACC-109,69000,2024-11-11,2021-09-01T06:42:00+0200,Partner Referral,Leverage e-business roi,Prospecting,Existing Customer - Downgrade,15,Opp-257
ACC-109,53000,2025-01-21,2022-10-06T10:05:00+0200,Web,Transition clicks-and-mortar infrastructures,Value Proposition,Existing Customer - Upgrade,45,Opp-258
ACC-109,45000,2024-10-25,2022-05-31T22:25:00+0200,Web,Envisioneer clicks-and-mortar mindshare,Needs Analysis,Existing Customer - Downgrade,25,Opp-259
ACC-110,233000,2025-01-14,2020-02-04T05:08:00+0200,Direct Mail,Morph leading-edge bandwidth,Perception Analysis,New Customer,95,Opp-260
ACC-110,157000,2024-08-23,2024-09-03T17:48:00+0200,Partner Referral,Productize best-of-breed info-mediaries,Perception Analysis,Existing Customer - Replacement,45,Opp-261
ACC-111,172000,2024-08-29,2020-04-05T06:38:00+0200,Web,Incentivize mission-critical content,Id. Decision Makers,New Customer,55,Opp-262
ACC-111,44000,2024-12-22,2021-05-04T18:49:00+0200,Trade Show,Redefine dynamic platforms,Prospecting,Existing Customer - Replacement,15,Opp-263
ACC-112,147000,2024-07-25,2024-11-04T06:31:00+0200,Partner Referral,Harness user-centric schemas,Proposal/Price Quote,Existing Customer - Replacement,50,Opp-264
ACC-112,141000,2024-12-13,2021-05-04T17:14:00+0200,Direct Mail,Productize back-end web-readiness,Closed Won,Existing Customer - Upgrade,65,Opp-265
ACC-113,242000,2025-03-03,2021-10-04T16:00:00+0200,Phone Inquiry,Scale granular schemas,Prospecting,Existing Customer - Downgrade,100,Opp-266
ACC-114,158000,2024-09-07,2021-05-04T22:30:00+0200,Phone Inquiry,Repurpose cross-media interfaces,Closed Won,New Customer,55,Opp-267
ACC-114,106000,2024-08-11,2022-11-04T00:24:00+0200,Phone Inquiry,Revolutionize global content,Negotiation/Review,Existing Customer - Downgrade,95,Opp-268
ACC-114,201000,2024-07-19,2025-02-11T17:21:00+0200,Other,Incentivize seamless methodologies,Closed Lost,Existing Customer - Upgrade,60,Opp-269
ACC-115,153000,2024-07-21,2023-06-05T05:57:00+0200,Partner Referral,Harness leading-edge initiatives,Proposal/Price Quote,Existing Customer - Replacement,40,Opp-270
ACC-116,120000,2024-05-24,2023-06-03T09:04:00+0200,Phone Inquiry,Optimize next-generation roi,Value Proposition,Existing Customer - Upgrade,75,Opp-271
ACC-116,25000,2024-08-09,2022-04-12T13:38:00+0200,Partner Referral,Engineer end-to-end partnerships,Prospecting,Existing Customer - Downgrade,75,Opp-272
ACC-116,101000,2024-11-06,2025-03-07T07:21:00+0200,Direct Mail,Deliver mission-critical paradigms,Perception Analysis,Existing Customer - Downgrade,30,Opp-273
ACC-116,208000,2024-11-16,2024-08-01T21:53:00+0200,Web,Morph synergistic technologies,Proposal/Price Quote,Existing Customer - Upgrade,0,Opp-274
ACC-116,235000,2024-05-17,2020-07-04T21:11:00+0200,Direct Mail,Enable killer partnerships,Closed Lost,Existing Customer - Upgrade,65,Opp-275
ACC-117,199000,2025-03-19,2023-07-03T01:23:00+0200,Direct Mail,Disintermediate out-of-the-box metrics,Negotiation/Review,Existing Customer - Downgrade,60,Opp-276
ACC-117,176000,2025-03-28,2024-12-12T07:27:00+0200,Other,Harness revolutionary relationships,Qualification,Existing Customer - Downgrade,70,Opp-277
ACC-118,213000,2024-07-19,2022-09-12T16:12:00+0200,Web,Harness user-centric technologies,Proposal/Price Quote,Existing Customer - Downgrade,40,Opp-278
ACC-118,216000,2024-08-07,2021-10-01T12:00:00+0200,Web,Transition turn-key communities,Proposal/Price Quote,Existing Customer - Replacement,25,Opp-279
ACC-118,101000,2024-07-02,2024-12-01T08:14:00+0200,Trade Show,Implement end-to-end web-readiness,Prospecting,Existing Customer - Upgrade,20,Opp-280
ACC-118,80000,2024-04-16,2023-10-02T20:28:00+0200,Direct Mail,Architect user-centric e-commerce,Perception Analysis,New Customer,35,Opp-281
ACC-119,199000,2024-05-18,2024-12-10T23:55:00+0200,Partner Referral,Architect vertical paradigms,Closed Lost,New Customer,55,Opp-282
ACC-119,32000,2025-03-15,2022-07-07T17:32:00+0200,Web,Evolve next-generation synergies,Qualification,Existing Customer - Downgrade,15,Opp-283
ACC-119,31000,2024-06-02,2023-09-02T22:36:00+0200,Direct Mail,Utilize strategic info-mediaries,Qualification,Existing Customer - Replacement,15,Opp-284
ACC-119,91000,2025-03-18,2024-08-05T05:55:00+0200,Phone Inquiry,Architect open-source web-readiness,Prospecting,Existing Customer - Replacement,15,Opp-285
ACC-121,17000,2024-09-17,2023-10-04T04:05:00+0200,Other,Mesh 24/365 paradigms,Perception Analysis,Existing Customer - Downgrade,90,Opp-286
ACC-121,209000,2024-10-17,2022-08-31T20:55:00+0200,Phone Inquiry,Deploy magnetic e-commerce,Needs Analysis,Existing Customer - Replacement,90,Opp-287
ACC-121,153000,2024-07-03,2024-12-31T19:45:00+0200,Web,Synergize vertical interfaces,Proposal/Price Quote,Existing Customer - Replacement,25,Opp-288
ACC-121,124000,2024-09-24,2024-10-08T13:18:00+0200,Web,Aggregate visionary portals,Id. Decision Makers,Existing Customer - Replacement,30,Opp-289
ACC-122,245000,2025-03-07,2020-05-12T04:30:00+0200,Phone Inquiry,Transition dot-com systems,Value Proposition,Existing Customer - Downgrade,15,Opp-290
ACC-122,42000,2025-02-11,2023-08-04T13:23:00+0200,Phone Inquiry,Orchestrate customized networks,Negotiation/Review,Existing Customer - Replacement,65,Opp-291
ACC-122,243000,2024-04-01,2020-02-11T12:45:00+0200,Phone Inquiry,Transition out-of-the-box e-commerce,Qualification,Existing Customer - Downgrade,5,Opp-292
ACC-123,114000,2024-10-03,2022-08-10T07:00:00+0200,Direct Mail,E-enable 24/365 initiatives,Qualification,New Customer,100,Opp-293
ACC-123,108000,2024-08-10,2023-10-07T12:38:00+0200,Other,Maximize b2b markets,Closed Won,Existing Customer - Replacement,20,Opp-294
ACC-124,25000,2024-08-22,2020-09-10T01:21:00+0200,Partner Referral,Enhance back-end channels,Value Proposition,Existing Customer - Downgrade,60,Opp-295
ACC-125,153000,2024-12-19,2023-03-02T15:36:00+0200,Partner Referral,Drive cross-media applications,Prospecting,New Customer,5,Opp-296
ACC-125,30000,2024-06-24,2020-03-03T01:23:00+0200,Partner Referral,Visualize distributed architectures,Proposal/Price Quote,New Customer,65,Opp-297
ACC-126,246000,2024-10-10,2023-12-12T17:08:00+0200,Other,Synthesize cutting-edge action-items,Negotiation/Review,Existing Customer - Upgrade,20,Opp-298
ACC-126,128000,2024-04-03,2021-05-31T22:32:00+0200,Other,Drive leading-edge platforms,Proposal/Price Quote,Existing Customer - Replacement,100,Opp-299
ACC-126,147000,2024-04-07,2021-01-07T18:29:00+0200,Trade Show,Generate sticky schemas,Closed Won,Existing Customer - Upgrade,70,Opp-300
ACC-126,131000,2025-01-21,2024-09-12T18:56:00+0200,Direct Mail,Leverage value-added experiences,Closed Won,New Customer,5,Opp-301
ACC-127,228000,2025-03-30,2024-07-10T11:23:58+0200,Phone Inquiry,Empower clicks-and-mortar platforms,Id. Decision Makers,Existing Customer - Replacement,75,Opp-302
ACC-127,10000,2024-05-13,2022-05-12T23:23:00+0200,Direct Mail,Strategize distributed portals,Prospecting,New Customer,20,Opp-303
ACC-127,93000,2024-09-17,2024-05-04T21:53:00+0200,Partner Referral,Transform extensible experiences,Needs Analysis,Existing Customer - Replacement,55,Opp-304
ACC-128,100000,2025-03-21,2020-05-10T00:29:00+0200,Other,Repurpose killer functionalities,Closed Lost,New Customer,85,Opp-305
ACC-128,35000,2024-12-27,2022-12-12T01:05:00+0200,Direct Mail,Redefine impactful supply-chains,Qualification,Existing Customer - Upgrade,55,Opp-306
ACC-128,86000,2024-06-03,2020-12-03T16:29:00+0200,Partner Referral,Incentivize integrated e-commerce,Perception Analysis,Existing Customer - Downgrade,25,Opp-307
ACC-128,151000,2025-02-28,2023-01-01T03:04:00+0200,Direct Mail,Strategize next-generation mindshare,Prospecting,Existing Customer - Replacement,40,Opp-308
ACC-128,223000,2024-10-23,2020-12-08T00:29:00+0200,Other,Transform distributed users,Perception Analysis,New Customer,70,Opp-309
ACC-129,66000,2025-01-22,2020-09-07T21:00:00+0200,Web,Brand visionary solutions,Value Proposition,New Customer,85,Opp-310
ACC-129,97000,2025-01-05,2022-01-06T23:10:00+0200,Trade Show,Incentivize integrated convergence,Closed Won,New Customer,70,Opp-311
ACC-129,214000,2025-02-20,2025-01-01T09:29:00+0200,Phone Inquiry,Disintermediate clicks-and-mortar bandwidth,Prospecting,Existing Customer - Upgrade,90,Opp-312
ACC-130,170000,2025-02-23,2022-11-03T16:57:00+0200,Direct Mail,Extend clicks-and-mortar communities,Negotiation/Review,New Customer,5,Opp-313
ACC-130,63000,2024-05-24,2021-05-02T01:41:00+0200,Direct Mail,Re-contextualize plug-and-play e-business,Closed Lost,Existing Customer - Downgrade,55,Opp-314
ACC-130,66000,2024-05-31,2024-09-01T18:58:00+0200,Phone Inquiry,Morph robust web services,Needs Analysis,Existing Customer - Upgrade,10,Opp-315
ACC-130,225000,2024-06-16,2025-03-10T22:07:00+0200,Phone Inquiry,Empower leading-edge roi,Value Proposition,Existing Customer - Replacement,40,Opp-316
ACC-131,24000,2025-03-26,2020-11-08T09:27:00+0200,Direct Mail,Aggregate web-enabled web-readiness,Perception Analysis,Existing Customer - Downgrade,50,Opp-317
ACC-131,205000,2025-02-22,2021-08-11T08:42:00+0200,Direct Mail,Seize efficient methodologies,Qualification,Existing Customer - Downgrade,100,Opp-318
ACC-131,225000,2024-05-14,2023-03-07T18:56:00+0200,Web,Target scalable vortals,Perception Analysis,Existing Customer - Downgrade,60,Opp-319
ACC-131,61000,2025-01-11,2025-01-04T05:51:00+0200,Phone Inquiry,Whiteboard interactive web services,Perception Analysis,New Customer,25,Opp-320
ACC-132,42000,2024-05-17,2021-09-08T11:23:58+0200,Other,Expedite b2b supply-chains,Qualification,Existing Customer - Upgrade,0,Opp-321
ACC-132,142000,2024-11-02,2024-03-02T20:23:58+0200,Web,Leverage cutting-edge convergence,Perception Analysis,Existing Customer - Replacement,0,Opp-322
ACC-133,25000,2024-09-25,2020-11-11T04:41:00+0200,Other,Envisioneer efficient solutions,Qualification,Existing Customer - Replacement,10,Opp-323
ACC-133,41000,2024-12-18,2020-06-03T04:47:00+0200,Trade Show,Drive end-to-end niches,Proposal/Price Quote,New Customer,65,Opp-324
ACC-133,155000,2025-01-23,2023-05-02T08:51:00+0200,Direct Mail,Transition customized content,Id. Decision Makers,Existing Customer - Upgrade,75,Opp-325
ACC-134,13000,2024-10-17,2023-10-03T16:47:58+0200,Other,Grow mission-critical schemas,Prospecting,Existing Customer - Replacement,10,Opp-326
ACC-134,11000,2024-09-14,2021-06-01T22:11:00+0200,Trade Show,Innovate best-of-breed e-services,Id. Decision Makers,New Customer,55,Opp-327
ACC-135,199000,2024-09-02,2022-05-03T05:51:00+0200,Direct Mail,Enable revolutionary content,Needs Analysis,Existing Customer - Replacement,5,Opp-328
ACC-137,36000,2025-02-06,2023-08-05T07:57:00+0200,Direct Mail,Scale bricks-and-clicks supply-chains,Proposal/Price Quote,Existing Customer - Downgrade,55,Opp-329
ACC-137,245000,2024-11-24,2024-02-04T16:09:00+0200,Direct Mail,Monetize web-enabled web services,Proposal/Price Quote,Existing Customer - Upgrade,5,Opp-330
ACC-137,203000,2024-08-16,2021-02-07T01:07:00+0200,Trade Show,Maximize cutting-edge schemas,Proposal/Price Quote,Existing Customer - Downgrade,40,Opp-331
ACC-137,85000,2024-06-17,2022-06-06T07:32:00+0200,Web,Morph best-of-breed portals,Perception Analysis,Existing Customer - Upgrade,15,Opp-332
ACC-137,18000,2024-04-26,2023-03-06T09:04:00+0200,Partner Referral,Empower compelling portals,Closed Lost,Existing Customer - Replacement,50,Opp-333
ACC-137,190000,2025-01-17,2021-07-09T11:32:58+0200,Trade Show,Disintermediate impactful niches,Prospecting,Existing Customer - Downgrade,65,Opp-334
ACC-137,134000,2025-03-08,2020-11-07T23:08:00+0200,Phone Inquiry,Maximize vertical communities,Closed Lost,Existing Customer - Replacement,90,Opp-335
ACC-138,203000,2024-08-29,2020-06-04T15:38:00+0200,Web,Reinvent next-generation markets,Closed Lost,Existing Customer - Replacement,65,Opp-336
ACC-138,54000,2024-11-10,2023-06-04T06:11:00+0200,Direct Mail,Whiteboard granular e-commerce,Prospecting,Existing Customer - Replacement,5,Opp-337
ACC-138,67000,2024-08-20,2022-04-11T21:22:00+0200,Web,Reinvent dynamic systems,Value Proposition,Existing Customer - Upgrade,85,Opp-338
ACC-139,65000,2025-01-10,2020-06-02T17:32:00+0200,Other,Re-intermediate distributed schemas,Proposal/Price Quote,New Customer,25,Opp-339
ACC-139,26000,2024-04-07,2024-09-09T15:17:00+0200,Partner Referral,Generate value-added methodologies,Id. Decision Makers,New Customer,40,Opp-340
ACC-140,30000,2024-08-25,2023-01-31T17:12:00+0200,Direct Mail,Matrix extensible niches,Id. Decision Makers,Existing Customer - Upgrade,70,Opp-341
ACC-140,199000,2024-09-15,2020-10-05T05:06:00+0200,Trade Show,Strategize integrated e-tailers,Value Proposition,Existing Customer - Downgrade,50,Opp-342
ACC-140,68000,2025-02-10,2023-07-11T06:56:00+0200,Direct Mail,Deploy clicks-and-mortar vortals,Qualification,New Customer,45,Opp-343
ACC-141,168000,2025-02-01,2024-12-05T21:02:00+0200,Web,Unleash bricks-and-clicks deliverables,Needs Analysis,Existing Customer - Upgrade,85,Opp-344
ACC-142,148000,2024-05-06,2024-11-10T11:21:00+0200,Other,Generate collaborative metrics,Closed Won,Existing Customer - Upgrade,0,Opp-345
ACC-142,235000,2025-01-28,2022-06-11T07:11:00+0200,Trade Show,Evolve efficient e-commerce,Needs Analysis,New Customer,20,Opp-346
ACC-142,79000,2024-04-05,2024-04-07T06:40:00+0200,Direct Mail,Re-intermediate 24/7 networks,Negotiation/Review,New Customer,65,Opp-347
ACC-143,96000,2024-09-20,2020-11-02T21:08:00+0200,Web,Grow customized web services,Qualification,Existing Customer - Downgrade,0,Opp-348
ACC-144,29000,2024-08-19,2025-02-10T02:30:00+0200,Web,Brand collaborative web services,Value Proposition,Existing Customer - Downgrade,15,Opp-349
ACC-145,66000,2025-02-19,2022-12-06T18:08:58+0200,Trade Show,Enhance proactive schemas,Proposal/Price Quote,Existing Customer - Upgrade,90,Opp-350
ACC-146,13000,2024-09-07,2023-06-02T16:47:00+0200,Direct Mail,Generate seamless interfaces,Closed Won,Existing Customer - Downgrade,90,Opp-351
ACC-147,226000,2024-07-08,2023-04-01T07:32:00+0200,Direct Mail,Engineer collaborative e-commerce,Proposal/Price Quote,Existing Customer - Downgrade,70,Opp-352
ACC-147,122000,2024-09-28,2022-12-11T07:21:00+0200,Trade Show,Re-contextualize e-business deliverables,Prospecting,Existing Customer - Upgrade,70,Opp-353
ACC-148,199000,2024-04-18,2025-01-04T23:48:00+0200,Trade Show,Grow distributed solutions,Closed Lost,Existing Customer - Replacement,40,Opp-354
ACC-148,206000,2025-01-08,2024-09-30T13:52:00+0200,Web,Mesh plug-and-play e-services,Perception Analysis,Existing Customer - Downgrade,60,Opp-355
ACC-149,20000,2024-06-18,2020-12-05T01:27:00+0200,Phone Inquiry,Revolutionize global web services,Closed Lost,Existing Customer - Replacement,60,Opp-356
ACC-150,132000,2024-04-01,2021-02-03T12:53:58+0200,Web,Deploy global eyeballs,Negotiation/Review,Existing Customer - Upgrade,55,Opp-357
ACC-150,225000,2024-06-26,2022-01-04T08:26:00+0200,Web,Unleash revolutionary content,Qualification,Existing Customer - Upgrade,15,Opp-358
ACC-150,69000,2024-11-29,2023-11-30T17:28:00+0200,Partner Referral,Disintermediate best-of-breed methodologies,Id. Decision Makers,Existing Customer - Replacement,85,Opp-359
ACC-151,52000,2024-10-25,2023-04-06T21:56:00+0200,Partner Referral,Optimize back-end functionalities,Negotiation/Review,Existing Customer - Replacement,95,Opp-360
ACC-152,91000,2025-02-21,2023-12-31T15:15:00+0200,Trade Show,Enhance dynamic platforms,Prospecting,Existing Customer - Replacement,80,Opp-361
